40, 40, 0
33, 74, 1.748105302816895
41, 108, 1.3162759685169478
38, 142, 1.6475682180646747
46, 176, 1.3258176636680326
67, 240, 0.9629252317313503
68, 277, 1.5240597841622405
70, 316, 1.4994888620096063
64, 389, 1.0341682775510237
55, 435, 1.7582912200567888
46, 484, 1.7435258376205482
41, 533, 1.6614562139956417
57, 605, 0.7146502956438407
100, 629, 0.5136060047227489
149, 630, 0.024776270112910947
163, 582, -1.2793395323170296
160, 542, -1.5707963267948966
160, 492, -1.5707963267948966
172, 423, -2.3046936792411192
178, 380, -1.4288992721907328
195, 307, 0.6528466311007742
210, 335, 1.0636978224025597
213, 247, -0.44725563469280083
228, 225, -0.946160904023283
215, 204, -2.1224513093234436
211, 181, -1.727398203776912
231, 173, -0.32588276228209473
247, 161, -0.5880026035475675
266, 158, -0.10744085799601957
285, 162, 0.23591988112037593
303, 154, -0.3906070436976868
315, 138, -0.9110484940072945
327, 122, -0.9082334022753433
339, 106, -0.9042385079652135
358, 107, 0.06155868052698147
366, 88, -1.1341691669813554
374, 70, -1.1169523252733864
383, 52, -1.089909046599561
386, 47, 0

386, 47, 0
411, 52, 0.20513437209907526
434, 57, 0.2409177717439294
454, 62, 0.2438525374767737
472, 54, -0.363249207186495
491, 60, 0.31118756699358885
510, 60, 0.039978687123290044
530, 60, 0.0
549, 58, -0.08125780826295954
568, 63, 0.2712280493636841
587, 62, -0.0015337411286491724
606, 59, -0.1270756649802095
625, 58, -0.018159184180282482
631, 76, 1.2315037123408519
637, 94, 1.2220253232109897
653, 105, 0.583373006993856
643, 109, 0

643, 109, 0
655, 93, -0.8818719385800352
657, 92, 0

40, 40, 0
34, 89, 1.6756732655251305
37, 138, 1.4213806168784289
43, 187, 1.4427690972060694
39, 236, 1.6495802877840404
39, 285, 1.5681647539222465
40, 334, 1.5323537367737086
56, 381, 1.2259532142860166
60, 430, 1.482212971762261
57, 479, 1.6121520441687087
46, 527, 1.7735280152923707
52, 576, 1.446441332248135
69, 656, 0.7853981633974483
118, 655, -0.014961477061663838
147, 614, -0.9505468408120752
187, 569, -2.191045812777718
214, 527, -0.982793723247329
199, 479, -1.8622531212727638
186, 430, -1.8157749899217608
169, 391, -1.5707963267948966
172, 306, -2.1753949168883735
206, 274, -0.7304077881892999
199, 232, -1.7234456551901618
246, 195, 0.028512769843282066
277, 181, -0.40564821579285304
306, 190, 0.3217505543966422
334, 185, -0.1713316159372439
357, 172, -0.5026770151507638
377, 160, -0.5013655614676703
383, 139, -1.2847448850775784
368, 124, -2.356194490192345
370, 103, -1.4399689307208396
366, 83, -1.7681918866447774
375, 65, -1.0838970949836275
394, 64, -0.03682544972883204
413, 63, -0.035073330533225366
432, 62, -0.032882879805511994
451, 61, -0.03006612504904429
470, 60, -0.026309717252922193
489, 59, -0.02104952213704643
508, 58, -0.013157135472755741
527, 55, -0.10605779021152695
546, 56, 0.07878396098914381
565, 58, 0.10487693873023389
565, 58, 0

565, 58, 0
584, 56, -0.0540649078960152
603, 60, 0.23824475817874502
622, 63, 0.1919943778050684
641, 62, -0.04959433574093937
656, 74, 0.702256931509007
654, 73, 0

40, 40, 0
40, 75, 1.550637767510769
50, 108, 1.270587368782215
50, 142, 1.5707963267948966
40, 214, 1.5535566556003668
49, 251, 1.3148919797973904
44, 290, 1.692638763814814
49, 332, 1.446441332248135
54, 420, 1.4502759960257312
42, 468, 1.8120951537257555
59, 514, 1.2068173702852525
64, 563, 1.4613453776535332
21, 589, 2.5829933382462307
82, 617, -1.892546881191539
153, 646, 0.19739555984988075
194, 608, -0.6947382761967031
209, 560, -1.2490457723982544
204, 506, -1.0209431441183117
176, 464, -2.158798930342464
174, 446, 1.2490457723982544
167, 401, -1.7234456551901618
173, 316, -1.8347600504206012
186, 284, -1.1768032915226587
202, 257, -1.0303768265243125
212, 216, -1.8337910584758161
206, 192, -1.8157749899217608
299, 171, -1.8545904360032244
334, 82, -2.516107613350564
342, 63, -1.1273479903751584
340, 43, -1.6601103197881188
358, 36, -0.3542594226786661
376, 43, 0.36520144978817304
394, 50, 0.35877067027057225
392, 49, 0

392, 49, 0
410, 57, 0.4363106707429817
429, 58, 0.058755822715722696
448, 63, 0.2802996563384511
467, 63, 0.012345051844224488
486, 63, 0.016127633843636236
505, 63, 0.023251622810462915
516, 46, -0.9788254901082957
527, 62, 0.9453112865556675
529, 64, 0

529, 64, 0
548, 58, -0.2536740961386427
567, 53, -0.2247111684146427
586, 52, -0.012637557832255166
583, 50, 0

40, 40, 0
64, 75, 0.9629943306809362
55, 117, 0.9342881110069455
49, 158, 1.6957956511493983
53, 201, 1.473495000715858
53, 245, 1.5598378613663157
49, 290, 1.6399926054134792
43, 338, 1.6810615448528463
56, 386, 1.3045442776439713
56, 436, 1.5707963267948966
29, 520, 2.0701430484750265
34, 569, 1.460139105621001
43, 618, 1.373400766945016
85, 644, 0.5585993153435624
172, 651, 0.02372138442293306
159, 602, -1.8157749899217608
196, 525, -0.5404195002705842
204, 475, -1.4074301786866208
167, 440, -2.384224530152191
177, 392, -1.35970299357215
190, 349, -1.2529983209850046
182, 309, -1.7539071440573808
218, 236, -1.7707892834010779
222, 205, -1.4130275891989426
250, 200, -0.1661373078389504
275, 205, 0.20163565941167122
294, 190, -0.6362255702330131
